Time (s),Current (A),Voltage (V),Torque (Nm),RPM
1.6995777,0.609999999999999,24.69,0.2,0
1.7329333,0.631,24.69,0.2,0
1.7662222,0.630000000000001,24.69,0.2,0
1.7995888,0.630000000000001,24.869,0.2,0
1.8328777,0.630000000000001,24.869,0.2,0
1.8662,0.630000000000001,24.69,0.2,0
1.8995333,0.630000000000001,24.69,0.2,0
1.9328555,0.630000000000001,24.69,0.2,0
1.9661666,0.630000000000001,24.69,0.2,0
1.9995111,0.630000000000001,24.69,0.2,0
2.0328444,0.630000000000001,24.69,0.2,0
2.0663666,0.630000000000001,24.69,0.2,0
2.0994666,0.630000000000001,24.69,0.2,0
2.1328,0.630000000000001,24.69,0.2,34
2.1661222,0.630000000000001,24.69,0.2,34
2.1994444,0.6,24.69,0.2,34
2.2327666,0.609999999999999,24.69,0.2,34
2.2660888,0.609999999999999,24.69,0.2,34
2.2998888,0.609999999999999,24.69,0.2,34
2.3327555,0.609999999999999,24.69,0.2,34
2.3660666,0.609999999999999,24.69,0.2,34
2.3994,0.609999999999999,24.69,0.2,34
2.4327111,0.609999999999999,24.69,0.2,34
2.4660444,0.609999999999999,24.69,0.2,34
2.4993555,0.609999999999999,24.69,0.2,34
2.5326888,0.609999999999999,24.69,0.2,34
2.5661444,0.609999999999999,24.69,0.2,34
2.5993444,0.609999999999999,24.869,0.2,34
2.6326666,0.609999999999999,24.89,0.2,34
2.6659888,0.609999999999999,24.89,0.2,35
2.6993333,0.619999999999999,24.89,0.2,35
2.7326444,0.619999999999999,24.79,0.2,35
2.7659666,0.619999999999999,24.79,0.2,35
2.7993,0.619999999999999,24.79,0.2,35
2.8326777,0.619999999999999,24.79,0.2,35
2.8659666,0.619999999999999,24.79,0.2,35
2.8993111,0.619999999999999,24.79,0.2,35
2.9326888,0.619999999999999,24.79,0.2,35
2.9659111,0.619999999999999,24.89,0.2,35
2.9993333,0.619999999999999,24.89,0.2,35
3.0325666,0.619999999999999,24.89,0.2,35
3.0658888,0.619999999999999,24.89,0.2,35
3.0992555,0.619999999999999,24.89,0.2,35
3.1325777,0.619999999999999,24.89,0.2,35
3.1658777,0.630000000000001,24.89,0.2,35
3.1992,0.630000000000001,24.89,0.2,35
3.2325111,0.630000000000001,24.89,0.2,35
3.2658333,0.630000000000001,24.89,0.2,35
3.2991555,0.630000000000001,24.89,0.2,35
3.3324888,0.630000000000001,24.89,0.2,35
3.3660111,0.630000000000001,24.89,0.2,35
3.3991333,0.630000000000001,24.89,0.2,35
3.4325111,0.630000000000001,24.89,0.2,35
3.4657777,0.630000000000001,24.869,0.2,35
